Comment,Author,LikeCount,PublishedAt,Tokens,Sentiment
"이제 미국좀 바로잡아라   차별방지법,pc주의 등등 트럼프대통령",@changhieseo5040,1,2024-11-07T03:01:21Z,"['미국', '차별', '방지', '주의', '등등', '트럼프', '대통령']",-0.6
트럼프가 왜 된거지?미국도  수준이하가 됐구나 한번겪어보고도 또뽑아주네  ㅉㅁㅈㅁㅈ,@다나맘,1,2024-11-06T10:00:14Z,"['트럼프', '미국', '수준', '이하']",0.2
칠전량패전이네. 민주당은. ㅋ,@kdj-u8j,1,2024-11-06T10:03:04Z,"['전량', '패전', '민주당']",0.0
국내 언론 = CNN,@xxxLuglioxxx,1,2024-11-07T14:53:09Z,"['국내', '언론']",0.0
좌빨언론노조에 장악된 국내언론사들 하는 짓거리들이 다 그렇지...,@ROK_Stellers_sea-eagle,1,2024-11-07T03:12:06Z,"['좌빨', '언론', '노조', '장악', '국내', '언론사', '짓거리']",-0.8
"이래서 뉴스서 떠드는 정치적뉴스가 지덜끼리 짝짝꿍 하는 국민 귀닫는 편파방송 하는거다. 그래놓고, 세금지원받는 공영방송이란다. 공영 뜻을 아는건지 ...참 낮짝이 너무 두껍다. 사패냐. ㅋ",@컨트-h2l,1,2024-11-08T03:48:23Z,"['뉴스', '정치', '뉴스', '짝꿍', '국민', '편파', '방송', '세금', '지원', '공영', '방송', '공영', '사패냐']",0.5
ㅋㅋ,@Ckjto,1,2024-11-08T05:38:30Z,[],-0.6
흑인 여자를 뽑을리가 있나,@TTU2229,1,2024-11-06T09:25:39Z,"['흑인', '여자']",-0.5
"해리스가 잘도 ㅋㅋ근들갑떨더니 좌파특임 쑈하나는 기가맥히게하지 트럼프도 쑈는잘하지만 진짜 행동하는 쑈고, 해리스쪽은 보여주기, 없는데 있는것처럼 속이기 엿지 ㅋㅋ 내달러 내코인 감사합니다 47대 대통령님",@dkk5978,1,2024-11-06T17:27:09Z,"['해리스', '좌파', '특임', '하나', '트럼프', '행동', '쑈고', '해리스', '엿지', '달러', '코인', '감사', '대통령']",0.1
SBS 자아분열 뒤지네 ㅋㅋㅋ 니들이 초박빙이라며? 이제와서 태세변환?,@ubliusp4187,1,2024-11-07T02:10:35Z,"['자아', '분열', '니들', '박빙', '태세', '변환']",0.2
이미 예상 했지 뭐... 우리나라 언론들은 대부분 민주당 좌파 계열임 그러니 민주당 띄우기 했을 뿐이지 실질적으로 공약과 미국 분위기 알면 당연한 결과임현재 미국은 반pc주의 여론이 있음 pc주의가 이상한 사상으로 그간 고통을 주고 있었음 이게 일상 생활에도 영향을 주고 기업에게도 매우 큰 영향을 주는데 해외에서는 비웃음 대상임 근데 해리스는 극pc주의자임 그런 사람을 그동안 고통 받던 미 국민들이 뽑아 줄까? 미국 국민 입장에서는 이상적으로 공약을 비교해도 트럼프가 압승임,@randy_watson,1,2024-11-06T10:04:38Z,"['예상', '우리나라', '언론', '대부분', '민주당', '좌파', '계열', '민주당', '실질', '공약', '미국', '분위기', '결과', '미국', '여론', '주의', '이상', '사상', '고통', '이것', '일상', '생활', '영향', '기업', '영향', '해외', '비웃음', '대상', '해리스', '주의자', '사람', '동안', '고통', '국민', '미국', '국민', '입장', '이상', '공약', '비교', '트럼프', '압승']",0.5
한국 언론이 얼마나 거짓인지 들통이 난겁니다.,@johnyu8750,1,2024-11-06T17:43:18Z,"['한국', '언론', '거짓', '들통']",-0.5
럼프형 이깃다,@seo1591,1,2024-11-06T17:43:27Z,['럼프'],-0.5
멍청ㅎ 한국ㅇㄹ,@pretenderp6748,1,2024-11-06T23:23:16Z,['한국'],0.0
미국은 먹고사는게 중요하다라는걸 증명했네요윤석렬 대통령도 배워야 하지않을까요,@현주서-o4i,1,2024-11-06T23:22:32Z,"['미국', '중요', '증명', '윤석렬', '대통령']",0.0
기자들 수준이 참,@mool_tissue,1,2024-11-06T17:44:33Z,"['기자', '수준']",-0.5
이게 딱 미국 국민 수준.ㅋㅋ,@하연-s1b,1,2024-11-06T09:25:55Z,"['이것', '미국', '국민', '수준']",0.2
ㅅㅂ 영어 더 배워서 외국뉴스 봐야지한국뉴스보다간 눈뜬장님 되것어,@웅큐-n8v,1,2024-11-06T17:45:32Z,"['영어', '외국', '뉴스', '한국', '뉴스', '장님']",-0.8
경합주 7곳 중 트럼프 7승 ㅋㅋㅋㅋ,@웜벳,1,2024-11-06T18:20:35Z,"['경합', '트럼프']",0.5
적그리스도 트럼프가 나왓다지금은 7년대환란중 후반 3년반의 시간이다적그리스도는 전쟁을 멈추고 평화가 오게할 것이다곤 유대인들의 제3성전을 지을거다푸틴은 사망예언그리고 3년후 러시아가 3차대전....,@이규식-e6m,1,2024-11-08T00:39:02Z,"['적그리스도', '트럼프', '지금', '환란', '후반', '시간', '적그리스도', '전쟁', '평화', '유대인', '성전', '푸틴', '사망', '예언', '러시아', '대전']",0.2
K언론사는 민주당이 많네,@이민혁-x4l,1,2024-11-07T23:06:31Z,"['언론사', '민주당']",0.1
쓰레기기러기들아방송조바로해라 난벌써알고있다,@안성락,1,2024-11-06T23:14:47Z,"['쓰레기', '기러기', '방송']",0.0
한국 개언론...,@자갈공명-e6i,1,2024-11-07T20:44:46Z,"['한국', '언론']",0.0
공약부터가 해리스가 이길수 없는게임인디,@유천우-x4h,1,2024-11-06T23:06:18Z,"['공약', '해리스', '게임']",0.1
우리나라 언론수준 ;;,@simplelife_39,1,2024-11-06T23:04:34Z,"['우리나라', '언론', '수준']",-0.5
"특파원이라고 쳐나가서 CNN 기사 베끼기나 하니,  뭐하러 나가냐",@sunkim8138,1,2024-11-06T23:03:14Z,"['특파원', '기사']",0.2
Trump 🎉 윤건희 청소부탁해 ❤,@Jdhdjiidn,1,2024-11-06T09:28:38Z,"['윤건', '청소', '부탁']",0.2
민주당 졷집 언론사들이 아무리 박빙이다 언플해도 알만한 사람은 다 알고있었지 ㅋㅋㅋ,@ggp1,1,2024-11-06T09:28:56Z,"['민주당', '언론사', '박빙', '언플해', '사람']",-0.5
우리나라 언론은 걸러라 걍 ㅋㅋ  현지에선 트럼프 개압살이라했는데 이악물고 초박빙,@nznznxz_1028,1,2024-11-06T18:18:36Z,"['우리나라', '언론', '현지', '트럼프', '압살', '박빙']",-0.5
트럼프 암1살 조작설ㅋㅋㅋㅋ 유튜브보면서 음모론에 미쳐있는 사람과 그걸 믿는사람 많은걸 깨닳게 해준 미국대선이였습니다,@다이핀,1,2024-11-06T23:01:42Z,"['트럼프', '조작', '유튜브', '음모', '사람', '그거', '사람', '깨닳게', '미국', '대선']",0.2
바이든이 너무 무능했어,@아이리스-f8r,1,2024-11-06T09:31:59Z,"['바이든', '무능']",-0.5
트럼프가 당선되서 방위비나 관세로 우릴압박한다는 두려움보다 그런 협상을 수행해야하는 우리의 수장이 그런 급이안된다는 것이 문제라는거다. 그렇다고 정권이 바뀐다고 달라지는것도 아니고 친북성향이라 중간에서 평화쇼나 할것이 뻔하니 우리의 앞날이 캄캄...,@js.wonking,1,2024-11-06T09:38:56Z,"['트럼프', '당선', '방위비', '관세', '우리', '압박', '두려움', '협상', '수행', '우리', '수장', '문제', '정권', '친북', '성향', '중간', '평화', '우리', '앞날']",0.2
적어도 미국엔 정상인이 절반 이상 된다는 증거,@jinhyungpark8689,1,2024-11-06T17:21:23Z,"['미국', '정상인', '절반', '이상', '증거']",0.2
좌파 언론들의 선동질이 문제였죠 솔직히 민주당이 불리한 선거였는데,@zetan4672,1,2024-11-06T09:36:38Z,"['좌파', '언론', '선동', '문제', '민주당', '불리', '선거']",0.0
부동산 투기 앞잡이 SBS 니들은 약도 없다.미국에서는 그동안 트럼프가 압도적으로 앞선다고 예측을 했는데도니들이 박빙이니 해리스가 앞서니 뭐니 하면서나중에는 트럼프가 결과에 불복까지 한다고 사기 쳤지!!!!하여간 우리나라 언론들은 입만 띠면 거짓말이 줄줄 ~~,@niagarau9377,1,2024-11-06T20:56:45Z,"['부동산', '투기', '앞잡이', '니들', '미국', '그동안', '트럼프', '압도', '예측', '박빙', '해리스', '나중', '트럼프', '결과', '불복', '사기', '우리나라', '언론', '거짓말']",-0.6
2016년도랑 똑같네 초박빙이라더니 트럼프 우세로 개표 몇시간만에 당선됨,@김자운,1,2024-11-06T20:57:21Z,"['년도', '박빙', '트럼프', '우세', '개표', '시간', '당선']",-0.9
우리나라 언론 와~~~~~👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,@안녕-t4j7h,1,2024-11-06T22:05:56Z,"['우리나라', '언론']",0.2
사기 공화국,@park2500,1,2024-11-07T04:11:40Z,"['사기', '공화국']",0.3
한국언론들은 저널리스트 자격없지 ㅋ,@Cresent999,1,2024-11-07T04:13:42Z,"['한국', '언론', '저널리스트', '자격']",-0.5
다음 우리나라 대선을 걱정해야합니다. 저 언론들이 다음 대선때 자기들 지지 후보는 긍정적 미화보도 반대후보는 악의적 편집보도로 바쁜 중도층 국민들 귀에 지속적으로 가스라이팅 보도를 쏟아내겠지요. 다행히 이번 미국대선을 통해 좌파언론들이 죄다 커밍아웃되고 거짓보도의 정체가 들켰으니 그나마 다행입니다.,@whatchoman,1,2024-11-07T04:21:50Z,"['다음', '우리나라', '대선', '걱정', '언론', '다음', '대선', '자기', '지지', '후보', '긍정', '미화', '보도', '반대', '후보', '악의', '편집', '보도', '중도', '국민', '지속', '가스', '라이팅', '보도', '이번', '미국', '대선', '좌파', '언론', '커밍아웃', '거짓', '보도', '정체', '다행']",-0.3
니네가 초박빙이라고 했지 우린 그렇게 생각 1도안함,@꾸루리-w3g,1,2024-11-07T04:26:19Z,"['박빙', '우리', '생각']",0.0
SBS 니놈들도 똑같아.,@어야야-h2u,1,2024-11-07T04:28:09Z,[],-0.5
힐러리 때도 그러더니 한국 언론은 존재 이유가 브레인 워싱이냐 어차피 진실은 변하지 않는데 왜 이렇게 희망사항을 보도하는지 모르겠다. 이짓거리를 국내에서도 마찬가지로 하겠지,@Socrates_Sophroniscus,1,2024-11-07T06:51:10Z,"['힐러리', '한국', '언론', '존재', '이유', '브레인', '워싱', '진실', '희망', '사항', '보도', '짓거리', '국내', '마찬가지']",0.3
쓰레기한국언론 카악퉷 처발리고나서 이제와서 입국따ㄸ,@zhris7564,1,2024-11-06T21:48:27Z,"['쓰레기', '한국', '언론', '카악퉷', '입국']",-0.5
누가봐도 초박빙 아니였는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜 자꾸 초박빙이라고 했는지 노 이해,@James-ff7gb,1,2024-11-07T04:50:03Z,"['누구', '박빙', '박빙', '이해']",-0.2
한국언론=좌파언론노조장악.,@고라니-b2u,1,2024-11-07T06:40:27Z,"['한국', '언론', '좌파', '언론', '노조', '장악']",0.1
저기도 여론조사 언론사 조작하네 우리나라만 그런게 아냐 ㅋ,@야뚜레,1,2024-11-06T09:52:59Z,"['저기', '여론', '조사', '언론사', '조작', '우리나라']",-0.3
도람푸가 우리 미사일제한 다 풀어주긴했지ㅋ 줄거 주고 우리도 핵가질수 있는 마지막기회일듯ᆢ물론 윤씨 이런사람이면 힘들고,@쵸파-h5b,1,2024-11-07T06:31:04Z,"['도람푸가', '우리', '미사일', '제한', '우리', '마지막', '기회', '사람']",-0.3
나도 당연히.트람프가 이겔거라 생각했는데...  해리스가 상대가 될리가 없지.,@james9261,1,2024-11-07T04:52:11Z,"['트람프', '이것', '생각', '해리스', '상대']",-0.3
그동안 해리스가 유리하다고 입털던 한국유사언론들 입꾹닫 ㅋㅋㅋㅋㅋ 어휴 한심,@zhris7564,1,2024-11-06T21:43:04Z,"['그동안', '해리스', '유리', '한국', '유사', '언론']",-0.5
사실 좌파정권 한번 겪으면 다신뽑기싫어지긴함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미국 물가보셈 ㅋㅋㅋㅋㅋㅋㅋㅋ,@Hardcarryz,1,2024-11-06T09:56:26Z,"['사실', '좌파', '정권', '미국', '물가보셈']",0.3
지지율 여론조사 믿을 수가 있어야지 웬만하면 쓰레기임 윤석열 지지율도 그정도로 낮진 않을 거임,@24a-r9r,1,2024-11-07T06:15:11Z,"['지지', '여론', '조사', '쓰레기', '윤석열', '지지', '정도']",0.3
초박빙이라더니 -&gt; 너네가 한말 아님? ㅋㅋ,@hjlee7914,1,2024-11-07T06:06:15Z,['박빙'],0.0
푸틴하고 정은이는 좋겠네,@대상승-d8l,1,2024-11-06T09:55:21Z,"['푸틴', '정은이']",-0.7
YMCA~ YMCA~,@Jae-lee-007,1,2024-11-06T09:37:09Z,[],-0.6
윤석렬이 트럼프한테 모든걸바치겠구나 걱정된다 한반도 쇠교 모든것이ᆢᆢ,@최명수-h3k,1,2024-11-06T09:56:02Z,"['윤석렬', '트럼프', '걱정', '한반도', '쇠교', 'ᆢᆢ']",0.5
한국좌파 언론들부정선거를 믿고 몰아 갔겠지😂어쩌냐부정선거도 트럼프를 이길수 없었으니....똥같은 우리나라  언론들북에나 가서 활동해라,@ldw1014,1,2024-11-06T21:31:30Z,"['한국', '좌파', '언론', '부정', '선거', '부정', '선거', '트럼프', '우리', '나라', '언론', '활동']",-0.6
퍼프대디 사건도 그렇고 힐러리 피자게이트도 그렇고 이제 미국 국민들도 민주당 가식에 신물 났겠지. 미국 민주당은 상상을 뛰어넘는다 진짜 못되쳐먹은 것들 국민들 우습게 알면 안된다.,@soopak2402,1,2024-11-07T05:41:25Z,"['퍼프 대디', '사건', '힐러리', '피자', '게이트', '미국', '국민', '민주당', '가식', '신물', '미국', '민주당', '상상', '국민']",-0.6
머야 언론 쓰레기네,@달나라로-j2i,1,2024-11-07T04:11:19Z,"['언론', '쓰레기']",-0.6
"우리언론들은 교육이 안된다. 우리언론은 오직 미국민주당과 그 패거리 abs, cbc, cnn에 기울어져 있다. 한국언론은 부끄러운 줄 모르고 반성하는 기미조차 없다. 오직 입닫고 오직 그 길을 간다.",@jak7164,1,2024-11-06T09:52:57Z,"['우리', '언론', '교육', '우리', '언론', '미국', '민주당', '패거리', '한국', '언론', '반성', '기미']",0.0
미국 좌파도 선동이 특기라는 말이지 ㅋㅋㅋㅋㅋㅋㅋ,@더듬어만진당-f8z,1,2024-11-06T09:33:22Z,"['미국', '좌파', '선동', '특기']",0.2
언론 누군가 매수한게 아니라면 이게 말이안됨 배후세력 ㄹㅇ 있다니깐 ㅋㅋㅋ,@OnlyEnglish-p9p,1,2024-11-07T08:56:21Z,"['언론', '누구', '매수', '이것', '배후', '세력']",0.3
트럼프가 말했던 러시아 우크라이나 전쟁 종식??,@어제와다른오늘,1,2024-11-06T19:47:59Z,"['트럼프', '러시아', '우크라이나', '전쟁', '종식']",0.0
"우리는 역사를 배울필요가 없어왜냐면 역사를 배워도 역사를 반복하거든임진왜란, 일제강점기일본놈이 침략해서 나쁜놈이라고 하는건데정작보면 내부에서 정치적으로 맨날 싸우기만 하다가 침략당한게 더 큼근데 지금도 봐봐 다를게 있냐비정상회담에 나왔던 일리야가 한국의 장점 단점을 스토리에 올렸는데 단점에 정치로 인한 국민분할이라는 문구가 있을정도",@psw8989,1,2024-11-07T03:32:58Z,"['우리', '역사', '필요', '역사', '역사', '반복', '임진왜란', '일제', '강점기', '침략', '정작', '내부', '정치', '침략', '비정상회담', '일리야', '한국', '장점', '단점', '스토리', '단점', '정치', '국민', '분할', '문구', '정도']",-0.5
"한국언론의 초라한 모습을 보는 것같아….좌경화된 시각으로 세상을 보니..열등한 수준으로 드러나지, ㅊㅊㅊ",@paulju9655,1,2024-11-06T22:31:40Z,"['한국', '언론', '모습', '좌경', '시각', '세상', '열등', '수준']",-0.7
결국도람프 땜에세계는  공산권으로 ~~  분 명  미국은 무너진다...자국우선주의,@Motel_Hotel4989,1,2024-11-06T09:33:57Z,"['결국도람프', '세계', '공산', '미국', '자국', '우선주의']",0.3
정치잘모르는데 트럼프 원래 정치잘한사람임? 왤케 인기가 많아요?,@쥐엇밥,1,2024-11-06T20:04:33Z,"['정치', '트럼프', '정치', '사람', '인기']",0.1
다 좋은데 트럼프 범죄혐의는 어떻게 되는건데?,@라파엘-h9o,1,2024-11-06T09:51:01Z,"['트럼프', '범죄', '혐의']",-0.5
"스브스는 양심도 없나?  매일 좌파 CNN 기사 번역기 돌려서 이게 무슨 지들이 쓴 기사인양 떠들다가 이제와서 잉? 어찌된거야?  미국현지에서 조금만 LA, NY, DC, 버블만 벗어나도 다 알수 있는건데.  ㅋㅋㅋ 심지어 이 보도마저도 CNN 번역... 그냥 노답이네",@philliplee9545,1,2024-11-06T20:19:09Z,"['스브스', '양심', '좌파', '기사', '번역기', '이것', '기사', '미국', '현지', '조금', '버블', '보도', '번역', '노답']",0.5
돈이 최고다,@messi3509,1,2024-11-06T20:27:05Z,['최고'],0.1
79살에 대통령직 수행가능함?,@aimmaster986,1,2024-11-06T09:59:19Z,"['대통령', '수행', '가능']",0.1
할배 나이가 많아서 ㅋㅋㅋ,@디스퍼,1,2024-11-07T09:09:36Z,"['할배', '나이']",0.1
"트럼프가 북한하고 다시 대화를 한다면 세계의 이목은 또다시 한반도로 집중된다 남한 내의 수구들이 이제 할게없어~다행스럽게도 민주당은 러시아에 호의적이니 북한문제와 엮어서 같이 생각할 수 있고, 전쟁이 끝나면 국가재건사업이 시작되므로 한국은 기회가 생길 수가 있다 물론 14조원이라는 방위비 문제가 있겠지만 그것보다 더 큰 이익을 얻을 수도 있지위기에서 기회도 나오는 법우리는 우크라에 간접지원만 했기 때문에 우크라에 받을 실익은 거의없고 러시아에 미개척 지역으로 진출하는 게 맞다유럽국들이 우크라 재건사업에 참여할지는 모르겟지만~ 여하튼 유럽국들은 한숨 돌리게 됐군~",@하기괜찮은척,1,2024-11-06T09:59:13Z,"['트럼프', '북한', '대화', '세계', '이목', '한반도', '집중', '남한', '수구', '다행', '민주당', '러시아', '호의', '북한', '문제', '생각', '전쟁', '국가', '재건', '사업', '시작', '한국', '기회', '방위비', '문제', '그것', '이익', '위기', '기회', '우리', '우크라', '간접', '지원', '때문', '우크라', '실익', '러시아', '개척', '지역', '진출', '유럽', '우크라', '재건', '사업', '참여', '유럽']",-0.5
성려리 또 얼마나 굽신하며 퍼줄라나...,@어나더웨이-y7w,1,2024-11-06T09:51:15Z,['성려리'],-0.2
한국언론 진짜 문제많다고봄왜이러는지는 모르겟는데,@김보현-r2y,1,2024-11-06T09:57:51Z,"['한국', '언론', '문제']",0.3
트럼프가 신뢰 가는 이유가 뭘까..,@Haha-fh6gp,1,2024-11-07T08:44:35Z,"['트럼프', '신뢰', '이유']",-0.4
"트럼프가 대통령이 되면, 미군 철수를 하는 대신, 대한민국의 자체개발 핵무장 용인과 전작권 회수를 반드시 요구해야 한다!!!!!!!! !!!!!!! !!!!!!!! !!!!!!!! !!!!!!!!!!",@MrJoongwook,1,2024-11-06T09:59:08Z,"['트럼프', '대통령', '철수', '대신', '대한민국', '자체', '개발', '핵무장', '용인', '전작권', '회수', '요구']",-0.5
초 박빙이라고 선동질을 한거지 피씨충들이,@geunbark7203,1,2024-11-07T08:22:14Z,"['박빙', '선동', '피씨충']",-0.8
애초에 코로나 이후로 미국 내수경제부터 곱창나서 바이든이 수습도 못하고 있던 상황이었는데 트럼프가 질 거라고 희망회로 돌리는 거 부터가 무식했다 ㅋㅋ,@leopardan8960,1,2024-11-07T04:02:26Z,"['애초', '코로나', '이후', '미국', '내수', '경제', '곱창', '바이든', '수습', '상황', '트럼프', '희망', '무식']",0.2
ㅎ...트럼프는 일본 따까리...ㅇ썩열을 탄핵시키고 이재명 대표님이 대통령이 되면 트럼프는 무서워서 벌벌 떤다...,@양성렬-y9m,1,2024-11-07T08:20:07Z,"['트럼프', '일본', '따까리', '탄핵', '이재명', '대표', '대통령', '트럼프']",-0.5
구라쳐놓고 말하는 꼬라지 봐라. 트럼프 처음 선거하니? 5:5면 트럼프 압승하는거 몰라서 그렇게 얘기했어?여론조사보다 3%더 오르는거 이제 알았냐고? ㅋㅋ 꼴사나운놈들,@heavenstage,1,2024-11-07T04:07:46Z,"['구라', '꼬라지', '트럼프', '처음', '선거', '트럼프', '압승', '얘기', '여론', '조사']",0.0
그나저나 한국대통령이 멍청이니 참 큰일났다저 늙은여우한테 끌려가게 생겼으니,@풍열,1,2024-11-06T22:18:53Z,"['한국', '대통령', '여우']",0.0
사회가 무너질때 우리는 일어선다.우리는 더 디비전이다. 이제 미국 정상화 됐으니 난 더 디비자야겠다,@submarine7675,1,2024-11-06T22:18:15Z,"['사회', '우리', '우리', '디비전', '미국', '정상', '디비']",0.0
"ㅈ땟네,  우린 윤.퀸거늬가 코리안 리스크데...",@냥이아치,1,2024-11-06T20:53:42Z,"['땟네', '우리', '퀸거늬', '코리안', '리스크']",0.1
트럼프의 압승에 있어서 아주 중요한 이유중 하나는 LGBTQ와 낙태 문제의 심각한 우려때문에 보수층과 기독교계가 공화당을 밀어준거지.(이걸 얘기 안하네!!언론이 언론으로서 제대로 말을 안해요)일론 머스크만 봐도 자녀의 성전환을 계기로 트럼프를 지원했잖아.,@노래-n8y,1,2024-11-07T07:55:07Z,"['트럼프', '압승', '중요', '이유', '하나', '낙태', '문제', '우려', '때문', '보수', '기독교', '공화당', '이거', '얘기', '언론', '언론', '일론', '머스크', '자녀', '성전환', '계기', '트럼프', '지원']",-0.2
"윤통 만든 한국 찌라시 언론의 설레발,,  방송국이 아니라 그냥 무능권력의 충견 언론,,,",@oldboy8844,1,2024-11-06T09:35:16Z,"['한국', '찌라시', '언론', '방송국', '무능', '권력', '언론']",-0.4
"한국언론 진짜 심각하다. 이제 해외소식 까지 가짜뉴스, 여론조작이냐",@타이슨이고르,1,2024-11-06T17:25:58Z,"['한국', '언론', '해외', '소식', '가짜', '뉴스', '여론', '조작']",-0.7
국민들이 바보인줄 아나봐.. 병신 언론들.. 모든 대한민국 국민들은  트럼프 승리 다 알고 있었어~~,@hamstring-x8h,1,2024-11-06T10:03:47Z,"['국민', '바보', '병신', '언론', '대한민국', '국민', '트럼프', '승리']",-0.8
한국도 너무 좌파언론에. 기울어져있다. 싹다 이번기회에. 고치자,@kdj-u8j,1,2024-11-06T10:05:14Z,"['한국', '좌파', '언론', '이번', '기회']",0.5
가짜언론이었어?책임져야?,@앤셜리-s5k,1,2024-11-10T08:12:03Z,"['가짜', '언론']",-0.7
진실의 힘! 트통이 이긴 이유이다,@Mic1sonh,1,2024-11-06T16:39:03Z,"['진실', '트통', '이유']",0.0
팩트) 힐러리때도 못맞췄다,@jhk2802,1,2024-11-09T17:56:25Z,"['팩트', '힐러리']",-0.6
SBS를 조사 해라.왜 처음부터 거짓 보도를 했는지.태영도 조사해라.,@you-w7c4b,1,2024-11-09T17:21:09Z,"['조사', '처음', '거짓', '보도', '태영', '조사']",0.1
"제가 미국에서 사는 사람으로 이번 대선을 보고 느낀 점이 있어요. 해리스를 지지하는 측 언론에서는 해리스가 유리하다는 얘기를 많이 하면서 분위기를 띄우려했던 느낌이구요, 트럼프를 지지하는 언론 측에서는 그런 식의 플레이보다는 뭔가 트럼프가 불리한 것처럼 보이는(?) 제스춰를 많이 취해서 트럼프를 지지하는 세력이 더 결집하게 하려했다는 느낌을 많이 받았어요. 결과적으로는 그런 경향으로 해리스를 지지하는 측이 방심하거나 현상을 왜곡되게 받아들이는 상황이 되었고 트럼프의 지지 세력이 막판까지 저돌적으로 달릴 수 있는 원동력이 된 것 같아요. 거기에 하나를 더한다면, 민주당 정권이 사회 돌아가는 분위기 파악을 정말 못한 것이구요, 자기들이 우세하다는 착각에 사로잡혀 있었던 것 같아요. 미국 주류 언론도 똑같은 잘못을 했구요, 여론 조사도 자기들에게 유리한 방향으로 하였으니 제대로 된 결과가 나왔을 리가 없지요. 거기에 한국의 대다수 언론도 미국 주류 언론의 그런 기사를 가져다 베끼다보니 벙찐 상황인 된 것이지요. 하지만 미국에서는 이미 이 결과가 나올 것이라는 분위기가 팽배했었어요. 오히려 해리스가 유리하다는 언론 보도들을 보게 되면 뭔 딴 나라 얘기하나 했었거든요...",@newcreator,1,2024-11-09T13:20:23Z,"['미국', '사람', '이번', '대선', '해리스', '지지', '언론', '해리스', '유리', '얘기', '분위기', '느낌', '트럼프', '지지', '언론', '플레이', '트럼프', '불리', '제스춰를', '트럼프', '지지', '세력', '결집', '느낌', '결과', '경향', '해리스', '지지', '방심', '현상', '왜곡', '상황', '트럼프', '지지', '세력', '막판', '원동력', '거기', '하나', '민주당', '정권', '사회', '분위기', '파악', '자기', '우세', '착각', '미국', '주류', '언론', '잘못', '여론', '조사', '자기', '유리', '방향', '결과', '거기', '한국', '대다수', '언론', '미국', '주류', '언론', '기사', '상황', '미국', '결과', '분위기', '팽배', '해리스', '유리', '언론', '보도', '나라', '얘기', '하나']",0.1
"sbs,mbc,ytn ,jtbc 우리나라 언론들은 이래서 믿으면 안됩니다.",@joeycjmyi,1,2024-11-06T16:43:51Z,"['우리나라', '언론']",-0.3
언론 언론 그러는데 뮐 알기나 하고 댓글들 지껄이냐ㅋㅋ그냥 쓰레기통🎉,@금은화-s2n,1,2024-11-09T09:25:45Z,"['언론', '언론', '댓글', '쓰레기통']",-0.8
우리나라 좌경화 심각하다 대표주자 MBC JTBC SBS 가짜뉴스나 내보내고 트럼프 악마화... 옳은 소리할 때도 눈치보게 만드는 악의 축 + pc주의 팽배 LGBTQ+ 외치는 종자들 떽떽대고 그게 인정받는 나라 대한민국. 그 결과 성교육 입맛대로 만들기에 성공하고 성인지 예산 30조ㅋ 트럼프가 이 흐름 바꾼다,@aeeaee1613,1,2024-11-06T23:47:01Z,"['우리나라', '좌경화', '대표', '주자', '가짜뉴스나', '트럼프', '악마', '소리', '눈치', '팽배', '종자', '떽떽대고', '그것', '인정', '나라', '대한민국', '결과', '성교육', '입맛', '성공', '인지', '예산', '트럼프', '흐름']",-0.5
니들이 박빙이라매ㅋㅋ ㅉㅉ,@Jeegun_KIM,1,2024-12-25T07:38:27Z,['박빙'],-0.5
초박빙은 한국언론들만 그랬던거같은데 이제 인터넷 시대라 외국 뉴스도 같이 본다. 이 ㅂㅅ들어,@so3otru6lnn6B85,1,2024-11-07T00:13:01Z,"['박빙', '한국', '언론', '인터넷', '시대', '외국', '뉴스']",0.0
압승이네 압승이야,@코코아빠-i7s,1,2024-11-06T16:17:28Z,"['압승', '압승']",0.2
미국ㆍ 우리나라 언론 이미 중공돈으로 다 썪었다.박빙이라더니 트롬프 승이구만.울 나라 윤석렬도 압승이었다,@cat7095,1,2024-11-06T16:16:03Z,"['미국', '우리나라', '언론', '중공', '썪었다', '박빙', '트롬프', '나라', '윤석렬', '압승']",0.5
트럼프가 될줄알았음 ㅋㅋ,@usertrtyjgdyu12kk,1,2024-11-09T08:36:24Z,['트럼프'],0.0
와 역시 트럼프야,@DiffonDF,1,2024-11-06T16:15:26Z,['트럼프'],0.8
한국 좍파 개 언론들,@Beautifulmoumou,1,2024-11-06T10:11:31Z,"['한국', '좍파', '언론']",0.3
부끄러움이 없는 스브스 역시 ㅋㅋ,@sunny1247,1,2024-11-09T08:10:18Z,"['부끄러움', '스브스']",-0.6
좌파 중에도 해리스를 지지하지 않는 좌파는 많았어~ 나같은 사람은 특히 그렇지사람 자체의 문제가 아니라 미국 민주당이 가진 가치관이 그런거야 지금은 한국 민주당도 상태가 별로지,@하기괜찮은척,1,2024-11-06T10:11:25Z,"['좌파', '해리스', '지지', '좌파', '사람', '사람', '자체', '문제', '미국', '민주당', '가치관', '지금', '한국', '민주당', '상태']",0.0
유튜버들 보다 못한 정확도  언론이라고 할수 있나,@sunghyunig,1,2024-11-07T00:45:58Z,"['유튜버', '정확도', '언론']",-0.5
